Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/2/2015 11:40,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,NORTHERN,NONE,100 Block of CEDAR ST,-122.4206072,37.78620645
5/2/2015 11:20,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,3400 Block of SAN BRUNO AV,-122.4002693,37.71818544
5/2/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.3967085,37.79787289
5/2/2015 11:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.3967085,37.79787289
5/2/2015 11:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,INGLESIDE,NONE,0 Block of LISBON ST,-122.429432,37.72741424
5/2/2015 11:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,INGLESIDE,NONE,0 Block of LISBON ST,-122.429432,37.72741424
5/2/2015 11:00,NON-CRIMINAL,AIDED CASE,Saturday,NORTHERN,NONE,1500 Block of PINE ST,-122.4213191,37.78946002
5/2/2015 11:00,LARCENY/THEFT,"THEFT, GRAND, OF FIREARM",Saturday,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.3967085,37.79787289
5/2/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,TARAVAL,NONE,LAWTON ST / 39TH AV,-122.4981626,37.75702105
5/2/2015 10:54,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 10:54,MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 10:45,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,SOUTHERN,NONE,300 Block of 1ST ST,-122.3937115,37.78660708
5/2/2015 10:40,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735
5/2/2015 10:40,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735
5/2/2015 10:40,KIDNAPPING,FALSE IMPRISONMENT,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735
5/2/2015 10:40,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735
5/2/2015 10:40,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735
5/2/2015 10:40,BRIBERY,"DISSUADING WITNESS, VICTIM",Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.4331559,37.78126735
5/2/2015 10:36,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.4210968,37.78429378
5/2/2015 10:30,TRESPASS,TRESPASSING,Saturday,NORTHERN,"ARREST, BOOKED",1300 Block of FILBERT ST,-122.4217087,37.79974182
5/2/2015 10:30,WARRANTS,WARRANT ARREST,Saturday,NORTHERN,"ARREST, BOOKED",1300 Block of FILBERT ST,-122.4217087,37.79974182
5/2/2015 10:30,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,RICHMOND,"ARREST, BOOKED",CLEMENT ST / 20TH AV,-122.479515,37.78225886
5/2/2015 10:30,WARRANTS,WARRANT ARREST,Saturday,RICHMOND,"ARREST, BOOKED",CLEMENT ST / 20TH AV,-122.479515,37.78225886
5/2/2015 10:27,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,NORTHERN,"ARREST, BOOKED",900 Block of LARKIN ST,-122.4182019,37.7863251
5/2/2015 10:14,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,0 Block of GROVE ST,-122.4156425,37.77883232
5/2/2015 10:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,500 Block of GUERRERO ST,-122.4239565,37.76194488
5/2/2015 10:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.4125944,37.74816601
5/2/2015 10:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,VALENCIA ST / 23RD ST,-122.4208144,37.75370319
5/2/2015 9:45,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TARAVAL,"ARREST, BOOKED",3900 Block of 19TH AV,-122.4720076,37.71667311
5/2/2015 9:45,WEAPON LAWS,POSS OF TEAR GAS WEAPON,Saturday,TARAVAL,"ARREST, BOOKED",3900 Block of 19TH AV,-122.4720076,37.71667311
5/2/2015 9:38,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Saturday,BAYVIEW,NONE,SALINAS AV / GOULD ST,-122.3982309,37.72112254
5/2/2015 9:30,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719
5/2/2015 9:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,300 Block of HAZELWOOD AV,-122.4559591,37.73359433
5/2/2015 9:20,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / KIRKWOOD AV,-122.3899602,37.73816831
5/2/2015 9:15,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,NONE,HYDE ST / OFARRELL ST,-122.4162618,37.78537508
5/2/2015 9:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,0 Block of REUEL CT,-122.3828694,37.73664286
5/2/2015 9:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1800 Block of OCEAN AV,-122.4616832,37.72518972
5/2/2015 9:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE,300 Block of SAN JOSE AV,-122.4212674,37.74939722
5/2/2015 8:53,MISSING PERSON,MISSING ADULT,Saturday,NORTHERN,NONE,600 Block of LAGUNA ST,-122.4263385,37.77717376
5/2/2015 8:45,ASSAULT,BATTERY,Saturday,TARAVAL,"ARREST, BOOKED",600 Block of LAKEVIEW AV,-122.457686,37.71828732
5/2/2015 8:45,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Saturday,TARAVAL,"ARREST, BOOKED",600 Block of LAKEVIEW AV,-122.457686,37.71828732
5/2/2015 8:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,HYDE ST / EDDY ST,-122.4158851,37.78351606
5/2/2015 8:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,400 Block of FOLSOM ST,-122.3937307,37.78781337
5/2/2015 8:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,TARAVAL,NONE,1500 Block of 35TH AV,-122.4940115,37.75812243
5/2/2015 7:45,SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,NORTHERN,NONE,0 Block of MARINA BL,-122.4329574,37.80516257
5/2/2015 7:32,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,PARK,NONE,OAK ST / BAKER ST,-122.4407371,37.77271247
5/2/2015 7:30,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,NORTHERN,NONE,600 Block of STEINER ST,-122.4328059,37.77516001
5/2/2015 7:30,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,2600 Block of LAKE ST,-122.4877096,37.78557546
5/2/2015 7:15,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,CENTRAL,NONE,600 Block of FRANCISCO ST,-122.4163633,37.8042621
5/2/2015 7:15,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,2800 Block of BRODERICK ST,-122.4439258,37.79650277
5/2/2015 7:15,NON-CRIMINAL,FOUND PROPERTY,Saturday,PARK,NONE,HAIGHT ST / MASONIC AV,-122.4453468,37.7702082
5/2/2015 7:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,100 Block of SOUTH VAN NESS AV,-122.4179384,37.77054138
5/2/2015 6:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,PARK,NONE,1700 Block of TURK ST,-122.4383281,37.77976655
5/2/2015 6:00,OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,PARK,NONE,1700 Block of TURK ST,-122.4383281,37.77976655
5/2/2015 6:00,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Saturday,PARK,NONE,1700 Block of TURK ST,-122.4383281,37.77976655
5/2/2015 6:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.4084371,37.78195439
5/2/2015 6:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.4084371,37.78195439
5/2/2015 5:48,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL,"ARREST, BOOKED",200 Block of ARBALLO DR,-122.4825717,37.7214219
5/2/2015 5:45,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TARAVAL,"ARREST, BOOKED",400 Block of JOHNMUIR DR,-122.4919494,37.71441797
5/2/2015 5:39,ARSON,ARSON,Saturday,RICHMOND,NONE,200 Block of 11TH AV,-122.4699067,37.78361619
5/2/2015 4:30,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,PARK,"ARREST, BOOKED",700 Block of CORBETT AV,-122.4425497,37.75433802
5/2/2015 4:30,WARRANTS,WARRANT ARREST,Saturday,PARK,"ARREST, BOOKED",700 Block of CORBETT AV,-122.4425497,37.75433802
5/2/2015 3:54,ROBBERY,ROBBERY OF A RESIDENCE WITH BODILY FORCE,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.4101352,37.78418891
5/2/2015 3:54,WARRANTS,WARRANT ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.4101352,37.78418891
5/2/2015 3:54,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.4101352,37.78418891
5/2/2015 3:52,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,TENDERLOIN,NONE,200 Block of ELLIS ST,-122.4103235,37.78512252
5/2/2015 3:45,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,CENTRAL,NONE,1200 Block of CALIFORNIA ST,-122.4149555,37.79136361
5/2/2015 3:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,1200 Block of CALIFORNIA ST,-122.4149555,37.79136361
5/2/2015 3:45,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,CENTRAL,NONE,1200 Block of CALIFORNIA ST,-122.4149555,37.79136361
5/2/2015 3:35,MISSING PERSON,FOUND PERSON,Saturday,CENTRAL,NONE,900 Block of CALIFORNIA ST,-122.4099994,37.79188234
5/2/2015 3:21,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE,900 Block of WOOLSEY ST,-122.4109804,37.72298949
5/2/2015 3:14,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 2:51,NON-CRIMINAL,AIDED CASE,Saturday,CENTRAL,NONE,800 Block of BEACH ST,-122.4230251,37.80627287
5/2/2015 2:51,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,SOUTHERN,NONE,200 Block of 8TH ST,-122.4113868,37.77596881
5/2/2015 2:51,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION",Saturday,SOUTHERN,NONE,200 Block of 8TH ST,-122.4113868,37.77596881
5/2/2015 2:40,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,MISSION,NONE,22ND ST / MISSION ST,-122.4187487,37.75543719
5/2/2015 2:40,SECONDARY CODES,GANG ACTIVITY,Saturday,MISSION,NONE,22ND ST / MISSION ST,-122.4187487,37.75543719
5/2/2015 2:35,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985
5/2/2015 2:30,ASSAULT,BATTERY,Saturday,PARK,NONE,1300 Block of MCALLISTER ST,-122.4342566,37.77836985
5/2/2015 2:30,ASSAULT,BATTERY,Saturday,PARK,NONE,1300 Block of MCALLISTER ST,-122.4342566,37.77836985
5/2/2015 2:30,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,MISSION ST / 22ND ST,-122.4187487,37.75543719
5/2/2015 2:27,ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4216626,37.76487582
5/2/2015 2:27,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4216626,37.76487582
5/2/2015 2:27,OTHER OFFENSES,RESISTING ARREST,Saturday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4216626,37.76487582
5/2/2015 2:27,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4216626,37.76487582
5/2/2015 2:27,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.4216626,37.76487582
5/2/2015 2:13,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,NONE,400 Block of PLYMOUTH AV,-122.4559977,37.71449922
5/2/2015 2:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4083686,37.78077843
5/2/2015 2:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,CENTRAL,NONE,POST ST / STOCKTON ST,-122.4067754,37.78849829
5/2/2015 2:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,6TH ST / HARRISON ST,-122.4040716,37.77727419
5/2/2015 2:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,HARRISON ST / 6TH ST,-122.4040716,37.77727419
5/2/2015 1:50,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444
5/2/2015 1:45,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,1300 Block of FOLSOM ST,-122.4124863,37.77300128
5/2/2015 1:45,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,NONE,1500 Block of 22ND AV,-122.4800782,37.75873694
5/2/2015 1:36,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,NORTHERN,"ARREST, BOOKED",POLK ST / POST ST,-122.4199301,37.78682621
5/2/2015 1:36,WARRANTS,WARRANT ARREST,Saturday,NORTHERN,"ARREST, BOOKED",POLK ST / POST ST,-122.4199301,37.78682621
5/2/2015 1:36,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,NORTHERN,"ARREST, BOOKED",POLK ST / POST ST,-122.4199301,37.78682621
5/2/2015 1:35,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.4050875,37.79812193
5/2/2015 1:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,KEARNY ST / CALIFORNIA ST,-122.4044206,37.79264021
5/2/2015 1:08,ASSAULT,BATTERY,Saturday,MISSION,"ARREST, BOOKED",3900 Block of 17TH ST,-122.4346591,37.76246277
5/2/2015 1:06,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,BAYVIEW,"ARREST, BOOKED",1600 Block of TENNESSEE ST,-122.3884983,37.75084571
5/2/2015 1:05,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, BOOKED",GUERRERO ST / 20TH ST,-122.4234883,37.75836507
5/2/2015 0:54,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482
5/2/2015 0:54,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482
5/2/2015 0:54,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482
5/2/2015 0:50,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
5/2/2015 0:42,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, BOOKED",DIVISADERO ST / OFARRELL ST,-122.4392991,37.78244926
5/2/2015 0:30,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,NORTHERN,"ARREST, BOOKED",2400 Block of GREENWICH ST,-122.4400039,37.7984811
5/2/2015 0:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,"ARREST, BOOKED",2400 Block of GREENWICH ST,-122.4400039,37.7984811
5/2/2015 0:30,VEHICLE THEFT,STOLEN TRUCK,Saturday,NORTHERN,"ARREST, BOOKED",2400 Block of GREENWICH ST,-122.4400039,37.7984811
5/2/2015 0:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,MISSION,NONE,3100 Block of 16TH ST,-122.4236373,37.76486667
5/2/2015 0:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,3200 Block of FILLMORE ST,-122.4360718,37.79962242
5/2/2015 0:30,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / HARRISON ST,-122.4112792,37.77157858
5/2/2015 0:12,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,SOUTHERN,"ARREST, BOOKED",400 Block of 10TH ST,-122.4105412,37.77091306
5/2/2015 0:10,ASSAULT,BATTERY,Saturday,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.4064606,37.79794667
5/2/2015 0:08,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,PAGE ST / STEINER ST,-122.4322825,37.77282938
5/2/2015 0:01,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,MISSION,NONE,2600 Block of MISSION ST,-122.4186003,37.75462559
5/2/2015 0:01,MISSING PERSON,MISSING JUVENILE,Saturday,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614
5/2/2015 0:01,MISSING PERSON,FOUND PERSON,Saturday,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614
5/2/2015 0:01,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,3400 Block of JENNINGS ST,-122.3962241,37.71858302
5/2/2015 0:01,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Saturday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.4185621,37.78418471
5/2/2015 0:01,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.4185621,37.78418471
5/2/2015 0:01,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.4185621,37.78418471
5/2/2015 0:01,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,500 Block of CAPP ST,-122.4179558,37.75788012
5/2/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,2200 Block of PINE ST,-122.4332597,37.78805511
5/2/2015 0:01,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,800 Block of 46TH AV,-122.5068211,37.77245369
5/2/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,TARAVAL,NONE,200 Block of STONECREST DR,-122.4741228,37.72574161
5/2/2015 0:01,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,TENDERLOIN,NONE,HYDE ST / MCALLISTER ST,-122.415318,37.78071793
5/1/2015 23:45,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,1400 Block of JONES ST,-122.4148067,37.79454868
5/1/2015 23:35,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,NORTHERN,NONE,2200 Block of LARKIN ST,-122.4205016,37.79838534
5/1/2015 23:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,NORTHERN,NONE,1300 Block of LOMBARD ST,-122.4237544,37.80150331
5/1/2015 23:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE,2600 Block of LOMBARD ST,-122.4453872,37.79864571
5/1/2015 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,AUSTIN ST / POLK ST,-122.4204025,37.78916438
5/1/2015 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.4112792,37.77157858
5/1/2015 23:11,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,NONE,200 Block of HYDE ST,-122.4157217,37.78306799
5/1/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,100 Block of HAWTHORNE ST,-122.397071,37.78400302
5/1/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,MISSION,NONE,1000 Block of SHOTWELL ST,-122.4150228,37.75162723
5/1/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1300 Block of GREENWICH ST,-122.421915,37.80078121
5/1/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,0 Block of LAPU-LAPU ST,-122.3985613,37.78205041
5/1/2015 23:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,SOUTHERN,NONE,0 Block of LAPU-LAPU ST,-122.3985613,37.78205041
5/1/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,BRAZIL AV / PRAGUE ST,-122.4260217,37.72049288
5/1/2015 23:00,VEHICLE THEFT,STOLEN TRUCK,Friday,INGLESIDE,NONE,BRAZIL AV / PRAGUE ST,-122.4260217,37.72049288
5/1/2015 23:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,BAYVIEW,NONE,3RD ST / THOMAS AV,-122.3920742,37.73085504
5/1/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,NONE,SHERMAN ST / HARRISON ST,-122.4054793,37.77616092
5/1/2015 22:50,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,11TH ST / MISSION ST,-122.4171049,37.77432429
4/30/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,34TH AV / CLEMENT ST,-122.4945211,37.78157467
4/30/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,GEARY BL / VANNESS AV,-122.4213958,37.78568434
4/30/2015 19:51,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 19:51,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.4220627,37.78992
4/30/2015 19:50,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,PARK,NONE,STANYAN ST / WALLER ST,-122.4533546,37.76824631
4/30/2015 19:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,HAYES ST / VANNESS AV,-122.4196977,37.77730095
4/30/2015 19:45,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,RICHMOND,NONE,400 Block of 14TH AV,-122.472844,37.77964577
4/30/2015 19:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,600 Block of GUERRERO ST,-122.4238366,37.76074308
4/30/2015 19:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,NORTHERN,NONE,MCALLISTER ST / GOUGH ST,-122.4235452,37.77967201
4/30/2015 19:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,BRANNAN ST / 3RD ST,-122.3943045,37.78009053
4/30/2015 19:40,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,INGLESIDE,NONE,CAMBRIDGE ST / STONEYFORD AV,-122.4209446,37.73130808
4/30/2015 19:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,MISSION,NONE,3300 Block of 19TH ST,-122.4186673,37.76032298
4/30/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,3200 Block of PIERCE ST,-122.4393685,37.79993194
4/30/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,14TH AV / GEARY BL,-122.4728438,37.78062912
4/30/2015 19:30,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,RICHMOND,NONE,GEARY BL / ARGUELLO BL,-122.4588606,37.78125509
4/30/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,NONE,LEAVENWORTH ST / OFARRELL ST,-122.4146197,37.78558306
4/30/2015 19:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,GENEBERN WY / MURRAY ST,-122.4250354,37.73354874
